/home/workspace/CarND-Behavioral-Cloning-P3/data/more_borders/IMG/center_2020_06_12_14_58_32_331.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/data/more_borders/IMG/left_2020_06_12_14_58_32_331.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/data/more_borders/IMG/right_2020_06_12_14_58_32_331.jpg,-0.7500002,0.356811,0,1.292975
/home/workspace/CarND-Behavioral-Cloning-P3/data/more_borders/IMG/center_2020_06_12_14_58_32_400.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/data/more_borders/IMG/left_2020_06_12_14_58_32_400.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/data/more_borders/IMG/right_2020_06_12_14_58_32_400.jpg,-0.9000002,0.5367751,0,1.60792
/home/workspace/CarND-Behavioral-Cloning-P3/data/more_borders/IMG/center_2020_06_12_14_58_32_658.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/data/more_borders/IMG/left_2020_06_12_14_58_32_658.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/data/more_borders/IMG/right_2020_06_12_14_58_32_658.jpg,-1,1,0,2.479784
/home/workspace/CarND-Behavioral-Cloning-P3/data/more_borders/IMG/center_2020_06_12_14_58_32_726.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/data/more_borders/IMG/left_2020_06_12_14_58_32_726.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/data/more_borders/IMG/right_2020_06_12_14_58_32_726.jpg,-1,1,0,2.84787
/home/workspace/CarND-Behavioral-Cloning-P3/data/more_borders/IMG/center_2020_06_12_14_58_32_794.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/data/more_borders/IMG/left_2020_06_12_14_58_32_794.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/data/more_borders/IMG/right_2020_06_12_14_58_32_794.jpg,-1,1,0,3.321809
/home/workspace/CarND-Behavioral-Cloning-P3/data/more_borders/IMG/center_2020_06_12_14_58_32_861.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/data/more_borders/IMG/left_2020_06_12_14_58_32_861.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/data/more_borders/IMG/right_2020_06_12_14_58_32_861.jpg,-1,1,0,3.944416
/home/workspace/CarND-Behavioral-Cloning-P3/data/more_borders/IMG/center_2020_06_12_14_58_32_934.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/data/more_borders/IMG/left_2020_06_12_14_58_32_934.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/data/more_borders/IMG/right_2020_06_12_14_58_32_934.jpg,-0.9768342,1,0,4.846179
/home/workspace/CarND-Behavioral-Cloning-P3/data/more_borders/IMG/center_2020_06_12_14_58_33_004.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/data/more_borders/IMG/left_2020_06_12_14_58_33_004.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/data/more_borders/IMG/right_2020_06_12_14_58_33_004.jpg,-0.7433469,1,0,5.785798
/home/workspace/CarND-Behavioral-Cloning-P3/data/more_borders/IMG/center_2020_06_12_14_58_33_073.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/data/more_borders/IMG/left_2020_06_12_14_58_33_073.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/data/more_borders/IMG/right_2020_06_12_14_58_33_073.jpg,-0.561388,1,0,6.492548
/home/workspace/CarND-Behavioral-Cloning-P3/data/more_borders/IMG/center_2020_06_12_14_58_33_143.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/data/more_borders/IMG/left_2020_06_12_14_58_33_143.jpg,/home/workspace/CarND-Behavioral-Cloning-P3/data/more_borders/IMG/right_2020_06_12_14_58_33_143.jpg,-0.3276581,1,0,7.423748
